"PID_PRCPID","OID_CNT","FirstOfUSE_MAIN","MAX_FLR","TOT_FLRARE","A_ATHLETIC","A_ACADEMIC","A_PUBLCASM","A_FIREPOL","A_GARAGE","A_HOTEL","A_LIBRARY","A_MALL","A_MEDICAL","A_MUSEUM","A_OFFICE","A_RESIDENT","A_RESTRNT","A_RETAIL","A_SUPERMRK","A_SCHOOL","A_WORSHIP"
"0503100000",3,"Office",4,775.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,297.92,0.00,477.52,0.00,0.00,0.00,0.00
"0503101000",2,"Residential",4,855.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,617.64,237.60,0.00,0.00,0.00,0.00
"0503102000",2,"Residential",4,893.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,635.27,257.82,0.00,0.00,0.00,0.00
"0503103000",1,"CollegeAcademic",6,4202.85,0.00,4202.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"0503104000",1,"CollegeAcademic",6,684.10,0.00,684.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"0503105000",1,"AthleticFacility",5,5501.89,5501.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"0503107000",1,"Office",5,752.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,451.31,0.00,150.43,150.43,0.00,0.00,0.00
"0503108000",1,"Residential",4,327.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,163.68,81.84,81.84,0.00,0.00,0.00
"0503109000",2,"Residential",5,628.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,333.00,0.00,295.01,0.00,0.00,0.00
"0503110000",2,"Residential",5,610.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,321.58,0.00,288.70,0.00,0.00,0.00
"0503111000",2,"Residential",5,639.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,333.50,0.00,305.61,0.00,0.00,0.00
"0503112000",1,"Residential",5,548.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,328.88,0.00,219.25,0.00,0.00,0.00
"0503113000",1,"Office",5,1101.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1101.95,0.00,0.00,0.00,0.00,0.00,0.00
"0503114010",1,"Residential",5,1603.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,320.67,641.34,0.00,641.34,0.00,0.00,0.00
"0503117000",1,"Residential",4,411.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,205.62,102.81,102.81,0.00,0.00,0.00
"0503118000",1,"Office",4,859.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,429.56,0.00,214.78,214.78,0.00,0.00,0.00
"0503120000",2,"Office",5,570.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,307.49,0.00,0.00,263.14,0.00,0.00,0.00
"0503121000",1,"Restaurant",5,667.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,667.29,0.00,0.00,0.00,0.00
"0503122000",1,"Restaurant",4,485.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,485.07,0.00,0.00,0.00,0.00
"0503123000",1,"Residential",3,287.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,191.57,0.00,95.78,0.00,0.00,0.00
"0503124000",1,"Residential",3,431.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,287.57,0.00,143.78,0.00,0.00,0.00
"0503125000",2,"Residential",4,296.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,210.52,0.00,86.32,0.00,0.00,0.00
"0503126000",2,"Residential",4,513.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,242.47,0.00,271.12,0.00,0.00,0.00
"0503127000",1,"Residential",4,344.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,344.26,0.00,0.00,0.00,0.00,0.00
"0503128000",1,"Office",6,3323.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2769.41,0.00,0.00,553.88,0.00,0.00,0.00
"0503129000",1,"Residential",5,1343.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,268.75,806.27,0.00,268.75,0.00,0.00,0.00
"0503130000",2,"Retail",5,1724.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1724.73,0.00,0.00,0.00
"0503131000",1,"Residential",5,1081.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,648.60,216.20,216.20,0.00,0.00,0.00
"0503132000",1,"Residential",5,1087.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,652.25,217.41,217.41,0.00,0.00,0.00
"0503133000",1,"Retail",3,1576.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1576.75,0.00,0.00,0.00
"0503134000",1,"Office",12,14985.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13736.34,0.00,0.00,1248.75,0.00,0.00,0.00
"0503138000",1,"Office",7,2703.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2317.63,0.00,386.27,0.00,0.00,0.00,0.00
"0503139000",1,"Office",4,1392.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1044.66,0.00,348.22,0.00,0.00,0.00,0.00
"0503140000",1,"Residential",3,322.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,214.83,0.00,107.41,0.00,0.00,0.00
"0503141000",1,"Residential",3,270.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,180.44,0.00,90.22,0.00,0.00,0.00
"0503142000",1,"Residential",6,2151.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2151.86,0.00,0.00,0.00,0.00,0.00
"0503143000",1,"Residential",5,667.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,533.88,0.00,133.47,0.00,0.00,0.00
"0503144000",3,"Office",6,636.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,400.32,0.00,0.00,236.44,0.00,0.00,0.00
"0503145000",3,"Office",6,677.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,424.97,0.00,0.00,252.03,0.00,0.00,0.00
"0503146000",1,"Office",5,552.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,331.64,0.00,0.00,221.09,0.00,0.00,0.00
"0503147000",1,"Residential",5,638.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,383.31,127.77,127.77,0.00,0.00,0.00
"0503148000",1,"Residential",5,598.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,359.17,0.00,239.44,0.00,0.00,0.00
"0503149000",1,"Office",5,548.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,329.03,0.00,109.67,109.67,0.00,0.00,0.00
"0503150000",1,"Office",5,547.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,328.51,0.00,109.50,109.50,0.00,0.00,0.00
"0503151000",1,"Residential",5,574.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,344.71,114.90,114.90,0.00,0.00,0.00
"0503152000",1,"Residential",5,587.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,352.38,0.00,234.92,0.00,0.00,0.00
"0503153000a",1,"Residential",5,1713.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1713.86,0.00,0.00,0.00,0.00,0.00
"0503156000",1,"Hotel",5,577.59,0.00,0.00,0.00,0.00,0.00,346.55,0.00,0.00,0.00,0.00,0.00,0.00,115.51,115.51,0.00,0.00,0.00
"0503157000",1,"Residential",5,462.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,277.29,0.00,184.86,0.00,0.00,0.00
"0503158000",1,"Residential",5,488.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,293.11,97.70,97.70,0.00,0.00,0.00
"0503159000",1,"Residential",5,506.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,303.87,0.00,202.58,0.00,0.00,0.00
"0503160000",1,"Residential",5,519.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,311.44,0.00,207.62,0.00,0.00,0.00
"0503161000",1,"Residential",4,382.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,191.47,95.73,95.73,0.00,0.00,0.00
"0503162000",1,"Residential",4,365.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,365.48,0.00,0.00,0.00,0.00,0.00
"0503163000",1,"Residential",4,391.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,391.25,0.00,0.00,0.00,0.00,0.00
"0503164000",1,"Residential",4,363.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,363.79,0.00,0.00,0.00,0.00,0.00
"0503165000",1,"Residential",4,371.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,371.01,0.00,0.00,0.00,0.00,0.00
"0503166000",2,"Residential",4,541.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,362.14,0.00,179.54,0.00,0.00,0.00
"0503167000",1,"Residential",5,701.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,420.90,0.00,280.60,0.00,0.00,0.00
"0503168000",1,"Residential",5,724.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,434.88,144.96,144.96,0.00,0.00,0.00
"0503169000",1,"Residential",4,471.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,117.86,117.86,0.00,235.72,0.00,0.00,0.00
"0503170000",3,"Office",6,455.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,261.84,0.00,0.00,193.60,0.00,0.00,0.00
"0503171000",1,"Residential",5,663.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,398.27,0.00,265.51,0.00,0.00,0.00
"0503172000",1,"Residential",5,678.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,407.10,0.00,271.40,0.00,0.00,0.00
"0503173010",1,"Hotel",5,1939.66,0.00,0.00,0.00,0.00,0.00,1163.79,0.00,0.00,0.00,0.00,0.00,0.00,387.93,387.93,0.00,0.00,0.00
"0503176000",1,"Residential",5,572.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,343.54,0.00,229.03,0.00,0.00,0.00
"0503177000",1,"Residential",5,675.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,675.60,0.00,0.00,0.00,0.00,0.00
"0503178000",1,"Residential",5,410.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,246.18,82.06,82.06,0.00,0.00,0.00
"0503179000",2,"Residential",5,548.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,278.08,135.21,135.21,0.00,0.00,0.00
"0503180000",1,"Residential",5,516.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,310.04,0.00,206.69,0.00,0.00,0.00
"0503181000",1,"Residential",5,576.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,345.78,0.00,230.52,0.00,0.00,0.00
"0503182000",2,"Office",5,1137.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,682.39,0.00,0.00,454.93,0.00,0.00,0.00
"0503183000",1,"Residential",5,805.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,483.36,161.12,161.12,0.00,0.00,0.00
"0503184000",1,"Residential",5,550.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,330.54,0.00,220.36,0.00,0.00,0.00
"0503185000",1,"Residential",5,532.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,319.56,0.00,213.04,0.00,0.00,0.00
"0503186000",1,"Residential",5,583.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,583.98,0.00,0.00,0.00,0.00,0.00
"0503187000",1,"Residential",5,4086.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4086.67,0.00,0.00,0.00,0.00,0.00
"0503192000",1,"CollegeAcademic",7,4521.63,0.00,4521.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"0503193000",1,"CollegeAcademic",5,1553.06,0.00,1553.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"0503193010",1,"Residential",5,746.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,746.39,0.00,0.00,0.00,0.00,0.00
"0503193020",1,"Residential",5,677.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,677.58,0.00,0.00,0.00,0.00,0.00
"0503194000",1,"Residential",5,698.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,698.53,0.00,0.00,0.00,0.00,0.00
"0503195000",1,"Residential",5,709.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,709.35,0.00,0.00,0.00,0.00,0.00
"0503196000",1,"Residential",5,664.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,664.69,0.00,0.00,0.00,0.00,0.00
"0503197000",1,"Residential",5,749.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,749.29,0.00,0.00,0.00,0.00,0.00
"0503198000",1,"Residential",6,2582.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2582.15,0.00,0.00,0.00,0.00,0.00
"0503199000",4,"Residential",6,814.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,814.62,0.00,0.00,0.00,0.00,0.00
"0503200000",1,"Residential",5,1179.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1179.63,0.00,0.00,0.00,0.00,0.00
"0503201000",1,"Office",5,5849.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4679.41,0.00,0.00,1169.85,0.00,0.00,0.00
"0503202000",1,"Office",6,3912.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3260.67,0.00,0.00,652.13,0.00,0.00,0.00
"0503203000",1,"Office",6,1432.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1193.56,0.00,238.71,0.00,0.00,0.00,0.00
"0503204000",1,"Residential",5,1125.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,900.69,0.00,225.17,0.00,0.00,0.00
"0503205000",1,"Residential",5,1121.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,897.45,224.36,0.00,0.00,0.00,0.00
"0503206000",2,"Office",6,2563.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2096.70,0.00,466.78,0.00,0.00,0.00,0.00
"0503207100",1,"Office",8,11162.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9767.14,0.00,0.00,1395.30,0.00,0.00,0.00
"0503207200",1,"Residential",8,5063.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4430.91,0.00,632.98,0.00,0.00,0.00
"0503210000",1,"Office",3,1128.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,752.57,0.00,376.28,0.00,0.00,0.00,0.00
"0503211000",1,"Office",3,2146.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1431.27,0.00,0.00,715.63,0.00,0.00,0.00
"0503212000",1,"Office",3,781.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,521.00,0.00,260.50,0.00,0.00,0.00,0.00
"0503213000",1,"Office",2,914.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,914.97,0.00,0.00,0.00,0.00,0.00,0.00
"0503214000",1,"Residential",3,1697.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,565.69,565.69,0.00,565.69,0.00,0.00,0.00
"0503215000",1,"Residential",5,688.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,688.36,0.00,0.00,0.00,0.00,0.00
"0503216000",1,"Residential",5,1257.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,754.25,0.00,502.83,0.00,0.00,0.00
"0503218000",1,"Residential",5,508.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,305.28,0.00,203.52,0.00,0.00,0.00
"0503219000",1,"Residential",5,622.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,373.68,0.00,249.12,0.00,0.00,0.00
"0503220000",1,"Residential",5,554.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,332.85,110.95,110.95,0.00,0.00,0.00
"0503221000",1,"Residential",5,587.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,352.29,117.43,117.43,0.00,0.00,0.00
"0503221002",1,"Residential",5,538.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,323.27,107.75,107.75,0.00,0.00,0.00
"0503222000",1,"Residential",5,716.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,429.73,143.24,143.24,0.00,0.00,0.00
"0503223000",1,"Residential",5,662.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,397.60,0.00,265.07,0.00,0.00,0.00
"0503224000",2,"Residential",5,852.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,494.98,0.00,357.51,0.00,0.00,0.00
"0503225000",2,"Residential",5,774.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,448.47,0.00,326.20,0.00,0.00,0.00
"0503226000",1,"Office",5,1122.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,449.08,0.00,673.62,0.00,0.00,0.00
"0503227000",1,"Office",5,3542.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2833.65,0.00,0.00,708.41,0.00,0.00,0.00
"0503228000",2,"Residential",6,7834.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5089.25,0.00,2745.72,0.00,0.00,0.00
"0503229000",1,"Residential",5,744.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,446.65,0.00,297.77,0.00,0.00,0.00
"0503230000",1,"Residential",5,650.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,390.12,0.00,260.08,0.00,0.00,0.00
"0503231000",1,"Residential",5,612.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,367.68,0.00,245.12,0.00,0.00,0.00
"0503232000",1,"Residential",5,575.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,345.01,0.00,230.00,0.00,0.00,0.00
"0503233000",1,"Residential",5,595.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,357.58,0.00,238.38,0.00,0.00,0.00
"0503234000",1,"Residential",5,575.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,345.24,0.00,230.16,0.00,0.00,0.00
"0503235000",1,"Residential",5,580.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,348.04,0.00,232.03,0.00,0.00,0.00
"0503236000",1,"Residential",5,521.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,312.68,0.00,208.45,0.00,0.00,0.00
"0503237000",1,"Residential",5,517.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,310.23,0.00,206.82,0.00,0.00,0.00
"0503238000",1,"Residential",5,487.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,292.52,0.00,195.01,0.00,0.00,0.00
"0503239000",1,"Residential",5,489.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,293.93,0.00,195.95,0.00,0.00,0.00
"0503240000",2,"Residential",5,809.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,485.58,0.00,323.72,0.00,0.00,0.00
"0503241000",2,"Residential",5,571.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,318.25,0.00,253.00,0.00,0.00,0.00
"0503242000",1,"Residential",4,410.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,205.24,102.62,102.62,0.00,0.00,0.00
"0503243000",1,"Residential",5,624.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,374.63,249.75,0.00,0.00,0.00,0.00
"0503244000",1,"Residential",5,595.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,595.79,0.00,0.00,0.00,0.00,0.00
"0503245000",1,"Residential",5,1210.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1210.14,0.00,0.00,0.00,0.00,0.00
"0503247000",1,"SchoolDaycare",5,1116.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1116.55,0.00,0.00
"0503248000",1,"Residential",5,1076.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1076.47,0.00,0.00,0.00,0.00,0.00
"0503249000",1,"Residential",4,456.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,456.27,0.00,0.00,0.00,0.00,0.00
"0503250000",1,"Residential",4,547.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,547.54,0.00,0.00,0.00,0.00,0.00
"0503251000",1,"Residential",5,733.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,733.92,0.00,0.00,0.00,0.00,0.00
"0503252000",1,"Residential",5,511.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,511.09,0.00,0.00,0.00,0.00,0.00
"0503253000",2,"Residential",6,695.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,695.91,0.00,0.00,0.00,0.00,0.00
"0503254000",1,"Residential",5,646.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,646.29,0.00,0.00,0.00,0.00,0.00
"0503255000",1,"Residential",5,835.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,835.31,0.00,0.00,0.00,0.00,0.00
"0503256000",1,"Residential",5,732.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,732.45,0.00,0.00,0.00,0.00,0.00
"0503257000",1,"Residential",5,730.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,730.56,0.00,0.00,0.00,0.00,0.00
"0503258000",1,"Residential",5,669.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,669.19,0.00,0.00,0.00,0.00,0.00
"0503259000",1,"Residential",5,657.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,657.00,0.00,0.00,0.00,0.00,0.00
"0503260000",1,"Residential",5,640.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,640.45,0.00,0.00,0.00,0.00,0.00
"0503261000",1,"Residential",5,605.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,605.27,0.00,0.00,0.00,0.00,0.00
"0503262000",1,"Residential",5,689.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,689.64,0.00,0.00,0.00,0.00,0.00
"0503263000",1,"Residential",5,951.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,951.19,0.00,0.00,0.00,0.00,0.00
"0503264000",1,"Residential",5,837.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,837.01,0.00,0.00,0.00,0.00,0.00
"0503266010",1,"Residential",5,2504.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2504.85,0.00,0.00,0.00,0.00,0.00
"0503268000",1,"Residential",5,738.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,738.89,0.00,0.00,0.00,0.00,0.00
"0503270010",2,"Residential",6,2289.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2289.52,0.00,0.00,0.00,0.00,0.00
"0503271000",1,"Residential",11,3906.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3906.30,0.00,0.00,0.00,0.00,0.00
"0503272000",1,"Residential",6,1472.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1472.94,0.00,0.00,0.00,0.00,0.00
"0503273000",5,"Residential",6,1518.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1518.76,0.00,0.00,0.00,0.00,0.00
"0503274000",2,"Residential",6,1050.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1050.18,0.00,0.00,0.00,0.00,0.00
